id         ,title                                                                                                                                                                                   ,categories                                               ,abstract                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,doi                                                                     ,created    ,updated    ,authors
2205.01568 ,raft-msf: self-supervised monocular scene flow using recurrent optimizer                                                                                                                ,cs.cv cs.lg cs.ro                                        ,"learning scene flow from a monocular camera still remains a challenging task due to its ill-posedness as well as lack of annotated data. self-supervised methods demonstrate learning scene flow estimation from unlabeled data, yet their accuracy lags behind (semi-)supervised methods. in this paper, we introduce a self-supervised monocular scene flow method that substantially improves the accuracy over the previous approaches. based on raft, a state-of-the-art optical flow model, we design a new decoder to iteratively update 3d motion fields and disparity maps simultaneously. furthermore, we propose an enhanced upsampling layer and a disparity initialization technique, which overall further improves accuracy up to 7.2%. our method achieves state-of-the-art accuracy among all self-supervised monocular scene flow methods, improving accuracy by 34.2%. our fine-tuned model outperforms the best previous semi-supervised method with 228 times faster runtime. code will be publicly available."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                                                                        ,2022-05-03 ,           ,"['bayram bayramli', 'junhwa hur', 'hongtao lu']"
2205.01569 ,pscnn: a 885.86 tops/w programmable sram-based computing-in-memory   processor for keyword spotting                                                                                     ,cs.ar cs.lg eess.as                                      ,"computing-in-memory (cim) has attracted significant attentions in recent years due to its massive parallelism and low power consumption. however, current cim designs suffer from large area overhead of small cim macros and bad programmablity for model execution. this paper proposes a programmable cim processor with a single large sized cim macro instead of multiple smaller ones for power efficient computation and a flexible instruction set to support various binary 1-d convolution neural network (cnn) models in an easy way. furthermore, the proposed architecture adopts the pooling write-back method to support fused or independent convolution/pooling operations to reduce 35.9\% of latency, and the flexible ping-pong feature sram to fit different feature map sizes during layer-by-layer execution.the design fabricated in tsmc 28nm technology achieves 150.8 gops throughput and 885.86 tops/w power efficiency at 10 mhz when executing our binary keyword spotting model, which has higher power efficiency and flexibility than previous designs."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,                                                                        ,2022-05-02 ,           ,"['shu-hung kuo', 'tian-sheuan chang']"
2205.01570 ,rangeseg: range-aware real time segmentation of 3d lidar point clouds                                                                                                                   ,cs.cv cs.lg                                              ,"semantic outdoor scene understanding based on 3d lidar point clouds is a challenging task for autonomous driving due to the sparse and irregular data structure. this paper takes advantages of the uneven range distribution of different lidar laser beams to propose a range aware instance segmentation network, rangeseg. rangeseg uses a shared encoder backbone with two range dependent decoders. a heavy decoder only computes top of a range image where the far and small objects locate to improve small object detection accuracy, and a light decoder computes whole range image for low computational cost. the results are further clustered by the dbscan method with a resolution weighted distance function to get instance-level segmentation results. experiments on the kitti dataset show that rangeseg outperforms the state-of-the-art semantic segmentation methods with enormous speedup and improves the instance-level segmentation performance on small and far objects. the whole rangeseg pipeline meets the real time requirement on nvidia\textsuperscript{\textregistered} jetson agx xavier with 19 frames per second in average."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,10.1109/tiv.2021.3085827                                                ,2022-05-02 ,           ,"['tzu-hsuan chen', 'tian sheuan chang']"
2205.01571 ,a real time 1280x720 object detection chip with 585mb/s memory traffic                                                                                                                  ,cs.ar cs.cv cs.lg                                        ,"memory bandwidth has become the real-time bottleneck of current deep learning accelerators (dla), particularly for high definition (hd) object detection. under resource constraints, this paper proposes a low memory traffic dla chip with joint hardware and software optimization. to maximize hardware utilization under memory bandwidth, we morph and fuse the object detection model into a group fusion-ready model to reduce intermediate data access. this reduces the yolov2's feature memory traffic from 2.9 gb/s to 0.15 gb/s. to support group fusion, our previous dla based hardware employes a unified buffer with write-masking for simple layer-by-layer processing in a fusion group. when compared to our previous dla with the same pe numbers, the chip implemented in a tsmc 40nm process supports 1280x720@30fps object detection and consumes 7.9x less external dram access energy, from 2607 mj to 327.6 mj."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,10.1109/tvlsi.2022.3149768                                              ,2022-05-02 ,           ,"['kuo-wei chang', 'hsu-tung shih', 'tian-sheuan chang', 'shang-hong tsai', 'chih-chyau yang', 'chien-ming wu', 'chun-ming huang']"
2205.01592 ,conditional $\beta$-vae for de novo molecular generation                                                                                                                                ,q-bio.bm cs.lg q-bio.mn                                  ,"deep learning has significantly advanced and accelerated de novo molecular generation. generative networks, namely variational autoencoders (vaes) can not only randomly generate new molecules, but also alter molecular structures to optimize specific chemical properties which are pivotal for drug-discovery. while vaes have been proposed and researched in the past for pharmaceutical applications, they possess deficiencies which limit their ability to both optimize properties and decode syntactically valid molecules. we present a recurrent, conditional $\beta$-vae which disentangles the latent space to enhance post hoc molecule optimization. we create a mutual information driven training protocol and data augmentations to both increase molecular validity and promote longer sequence generation. we demonstrate the efficacy of our framework on the zinc-250k dataset, achieving sota unconstrained optimization results on the penalized logp (plogp) and qed scores, while also matching current sota results for validity, novelty and uniqueness scores for random generation. we match the current sota on qed for top-3 molecules at 0.948, while setting a new sota for plogp optimization at 104.29, 90.12, 69.68 and demonstrating improved results on the constrained optimization task."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                        ,2022-05-01 ,           ,"['ryan j richards', 'austen m groener']"
2205.01608 ,local stochastic bilevel optimization with momentum-based variance   reduction                                                                                                          ,cs.lg math.oc                                            ,"bilevel optimization has witnessed notable progress recently with new emerging efficient algorithms and has been applied to many machine learning tasks such as data cleaning, few-shot learning, and neural architecture search. however, little attention has been paid to solve the bilevel problems under distributed setting. federated learning (fl) is an emerging paradigm which solves machine learning tasks over distributed-located data. fl problems are challenging to solve due to the heterogeneity and communication bottleneck. however, it is unclear how these challenges will affect the convergence of bilevel optimization algorithms. in this paper, we study federated bilevel optimization problems. specifically, we first propose the fedbio, a deterministic gradient-based algorithm and we show it requires $o(\epsilon^{-2})$ number of iterations to reach an $\epsilon$-stationary point. then we propose fedbioacc to accelerate fedbio with the momentum-based variance-reduction technique under the stochastic scenario. we show fedbioacc has complexity of $o(\epsilon^{-1.5})$. finally, we validate our proposed algorithms via the important fair federated learning task. more specifically, we define a bilevel-based group fair fl objective. our algorithms show superior performances compared to other baselines in numerical experiments."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,                                                                        ,2022-05-03 ,           ,"['junyi li', 'feihu huang', 'heng huang']"
2205.01625 ,toward robust spiking neural network against adversarial perturbation                                                                                                                   ,cs.ne cs.ai cs.cr cs.lg                                  ,"as spiking neural networks (snns) are deployed increasingly in real-world efficiency critical applications, the security concerns in snns attract more attention. currently, researchers have already demonstrated an snn can be attacked with adversarial examples. how to build a robust snn becomes an urgent issue. recently, many studies apply certified training in artificial neural networks (anns), which can improve the robustness of an nn model promisely. however, existing certifications cannot transfer to snns directly because of the distinct neuron behavior and input formats for snns. in this work, we first design s-ibp and s-crown that tackle the non-linear functions in snns' neuron modeling. then, we formalize the boundaries for both digital and spike inputs. finally, we demonstrate the efficiency of our proposed robust training method in different datasets and model architectures. based on our experiment, we can achieve a maximum $37.7\%$ attack error reduction with $3.7\%$ original accuracy loss. to the best of our knowledge, this is the first analysis on robust training of snns."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,                                                                        ,2022-04-12 ,           ,"['ling liang', 'kaidi xu', 'xing hu', 'lei deng', 'yuan xie']"
2205.01639 ,dynamic and context-dependent stock price prediction using attention   modules and news sentiment                                                                                       ,q-fin.cp cs.lg                                           ,"the growth of machine-readable data in finance, such as alternative data, requires new modeling techniques that can handle non-stationary and non-parametric data. due to the underlying causal dependence and the size and complexity of the data, we propose a new modeling approach for financial time series data, the $\alpha_{t}$-rim (recurrent independent mechanism). this architecture makes use of key-value attention to integrate top-down and bottom-up information in a context-dependent and dynamic way. to model the data in such a dynamic manner, the $\alpha_{t}$-rim utilizes an exponentially smoothed recurrent neural network, which can model non-stationary times series data, combined with a modular and independent recurrent structure. we apply our approach to the closing prices of three selected stocks of the s\&p 500 universe as well as their news sentiment score. the results suggest that the $\alpha_{t}$-rim is capable of reflecting the causal structure between stock prices and news sentiment, as well as the seasonality and trends. consequently, this modeling approach markedly improves the generalization performance, that is, the prediction of unseen data, and outperforms state-of-the-art networks such as long short-term memory models."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,                                                                        ,2022-03-13 ,           ,['nicole koenigstein']
2205.01671 ,the scope for ai-augmented interpretation of building blueprints in   commercial and industrial property insurance                                                                      ,cs.cv cs.ai cs.lg eess.iv                                ,"this report, commissioned by the wtw research network, investigates the use of ai in property risk assessment. it (i) reviews existing work on risk assessment in commercial and industrial properties and automated information extraction from building blueprints; and (ii) presents an exploratory 'proof-of concept-solution' exploring the feasibility of using machine learning for the automated extraction of information from building blueprints to support insurance risk assessment."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,                                                                        ,2022-04-29 ,2022-05-05 ,"['long chen', 'mao ye', 'alistair milne', 'john hillier', 'frances oglesby']"
2205.01672 ,branch & learn for recursively and iteratively solvable problems in   predict+optimize                                                                                                  ,cs.lg cs.ai math.oc                                      ,"this paper proposes branch & learn, a framework for predict+optimize to tackle optimization problems containing parameters that are unknown at the time of solving. given an optimization problem solvable by a recursive algorithm satisfying simple conditions, we show how a corresponding learning algorithm can be constructed directly and methodically from the recursive algorithm. our framework applies also to iterative algorithms by viewing them as a degenerate form of recursion. extensive experimentation shows better performance for our proposal over classical and state-of-the-art approaches."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,                                                                        ,2022-05-01 ,           ,"['xinyi hu', 'jasper c. h. lee', 'jimmy h. m. lee', 'allen z. zhong']"
2205.01673 ,a deep learning-based integrated framework for quality-aware   undersampled cine cardiac mri reconstruction and analysis                                                                ,eess.iv cs.cv cs.lg                                      ,"cine cardiac magnetic resonance (cmr) imaging is considered the gold standard for cardiac function evaluation. however, cine cmr acquisition is inherently slow and in recent decades considerable effort has been put into accelerating scan times without compromising image quality or the accuracy of derived results. in this paper, we present a fully-automated, quality-controlled integrated framework for reconstruction, segmentation and downstream analysis of undersampled cine cmr data. the framework enables active acquisition of radial k-space data, in which acquisition can be stopped as soon as acquired data are sufficient to produce high quality reconstructions and segmentations. this results in reduced scan times and automated analysis, enabling robust and accurate estimation of functional biomarkers. to demonstrate the feasibility of the proposed approach, we perform realistic simulations of radial k-space acquisitions on a dataset of subjects from the uk biobank and present results on in-vivo cine cmr k-space data collected from healthy subjects. the results demonstrate that our method can produce quality-controlled images in a mean scan time reduced from 12 to 4 seconds per slice, and that image quality is sufficient to allow clinically relevant parameters to be automatically estimated to within 5% mean absolute difference."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                        ,2022-05-02 ,           ,"['inês p. machado', 'esther puyol-antón', 'kerstin hammernik', 'gastão cruz', 'devran ugurlu', 'ihsane olakorede', 'ilkay oksuz', 'bram ruijsink', 'miguel castelo-branco', 'alistair a. young', 'claudia prieto', 'julia a. schnabel', 'andrew p. king']"
2205.01685 ,deep sequence modeling for anomalous isp traffic prediction                                                                                                                             ,cs.lg cs.ni eess.sp                                      ,"internet traffic in the real world is susceptible to various external and internal factors which may abruptly change the normal traffic flow. those unexpected changes are considered outliers in traffic. however, deep sequence models have been used to predict complex ip traffic, but their comparative performance for anomalous traffic has not been studied extensively. in this paper, we investigated and evaluated the performance of different deep sequence models for anomalous traffic prediction. several deep sequences models were implemented to predict real traffic without and with outliers and show the significance of outlier detection in real-world traffic prediction. first, two different outlier detection techniques, such as the three-sigma rule and isolation forest, were applied to identify the anomaly. second, we adjusted those abnormal data points using the backward filling technique before training the model. finally, the performance of different models was compared for abnormal and adjusted traffic. lstm_encoder_decoder (lstm_en_de) is the best prediction model in our experiment, reducing the deviation between actual and predicted traffic by more than 11\% after adjusting the outliers. all other models, including recurrent neural network (rnn), long short-term memory (lstm), lstm_en_de with attention layer (lstm_en_de_atn), gated recurrent unit (gru), show better prediction after replacing the outliers and decreasing prediction error by more than 29%, 24%, 19%, and 10% respectively. our experimental results indicate that the outliers in the data can significantly impact the quality of the prediction. thus, outlier detection and mitigation assist the deep sequence model in learning the general trend and making better predictions."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                                                                        ,2022-05-03 ,           ,"['sajal saha', 'anwar haque', 'greg sidebottom']"
2205.01707 ,memse: fast mse prediction for noisy memristor-based dnn accelerators                                                                                                                   ,cs.lg cs.et cs.ne                                        ,"memristors enable the computation of matrix-vector multiplications (mvm) in memory and, therefore, show great potential in highly increasing the energy efficiency of deep neural network (dnn) inference accelerators. however, computations in memristors suffer from hardware non-idealities and are subject to different sources of noise that may negatively impact system performance. in this work, we theoretically analyze the mean squared error of dnns that use memristor crossbars to compute mvm. we take into account both the quantization noise, due to the necessity of reducing the dnn model size, and the programming noise, stemming from the variability during the programming of the memristance value. simulations on pre-trained dnn models showcase the accuracy of the analytical prediction. furthermore the proposed method is almost two order of magnitude faster than monte-carlo simulation, thus making it possible to optimize the implementation parameters to achieve minimal error for a given power constraint."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,                                                                        ,2022-05-03 ,           ,"['jonathan kern', 'sébastien henwood', 'gonçalo mordido', 'elsa dupraz', 'abdeldjalil aïssa-el-bey', 'yvon savaria', 'françois leduc-primeau']"
2205.01714 ,"don't sweat the small stuff, classify the rest: sample shielding to   protect text classifiers against adversarial attacks"                                                            ,cs.cl cs.cr cs.lg                                        ,"deep learning (dl) is being used extensively for text classification. however, researchers have demonstrated the vulnerability of such classifiers to adversarial attacks. attackers modify the text in a way which misleads the classifier while keeping the original meaning close to intact. state-of-the-art (sota) attack algorithms follow the general principle of making minimal changes to the text so as to not jeopardize semantics. taking advantage of this we propose a novel and intuitive defense strategy called sample shielding. it is attacker and classifier agnostic, does not require any reconfiguration of the classifier or external resources and is simple to implement. essentially, we sample subsets of the input text, classify them and summarize these into a final decision. we shield three popular dl text classifiers with sample shielding, test their resilience against four sota attackers across three datasets in a realistic threat setting. even when given the advantage of knowing about our shielding strategy the adversary's attack success rate is <=10% with only one exception and often < 5%. additionally, sample shielding maintains near original accuracy when applied to original texts. crucially, we show that the `make minimal changes' approach of sota attackers leads to critical vulnerabilities that can be defended against with an intuitive sampling strategy."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                        ,2022-05-03 ,           ,"['jonathan rusert', 'padmini srinivasan']"
2205.01729 ,pre-rtl dnn hardware evaluator with fused layer support                                                                                                                                 ,cs.ar cs.lg                                              ,"with the popularity of the deep neural network (dnn), hardware accelerators are demanded for real time execution. however, lengthy design process and fast evolving dnn models make hardware evaluation hard to meet the time to market need. this paper proposes a pre-rtl dnn hardware evaluator that supports conventional layer-by-layer processing as well as the fused layer processing for low external bandwidth requirement. the evaluator supports two state-of-the-art accelerator architectures and finds the best hardware and layer fusion group the experimental results show the layer fusion scheme can achieve 55.6% memory bandwidth reduction, 36.7% latency improvement and 49.2% energy reduction compared with layer-by-layer operation."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,10.1109/isocc53507.2021.9614027                                         ,2022-05-02 ,           ,"['chih-chyau yang', 'tian-sheuan chang']"
2205.01753 ,self-focusing virtual screening with active design space pruning                                                                                                                        ,q-bio.qm cs.lg                                           ,"high-throughput virtual screening is an indispensable technique utilized in the discovery of small molecules. in cases where the library of molecules is exceedingly large, the cost of an exhaustive virtual screen may be prohibitive. model-guided optimization has been employed to lower these costs through dramatic increases in sample efficiency compared to random selection. however, these techniques introduce new costs to the workflow through the surrogate model training and inference steps. in this study, we propose an extension to the framework of model-guided optimization that mitigates inferences costs using a technique we refer to as design space pruning (dsp), which irreversibly removes poor-performing candidates from consideration. we study the application of dsp to a variety of optimization tasks and observe significant reductions in overhead costs while exhibiting similar performance to the baseline optimization. dsp represents an attractive extension of model-guided optimization that can limit overhead costs in optimization settings where these costs are non-negligible relative to objective costs, such as docking."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                        ,2022-05-03 ,           ,"['david e. graff', 'matteo aldeghi', 'joseph a. morrone', 'kirk e. jordan', 'edward o. pyzer-knapp', 'connor w. coley']"
2205.01757 ,xltime: a cross-lingual knowledge transfer framework for temporal   expression extraction                                                                                               ,cs.cl cs.lg                                              ,"temporal expression extraction (tee) is essential for understanding time in natural language. it has applications in natural language processing (nlp) tasks such as question answering, information retrieval, and causal inference. to date, work in this area has mostly focused on english as there is a scarcity of labeled data for other languages. we propose xltime, a novel framework for multilingual tee. xltime works on top of pre-trained language models and leverages multi-task learning to prompt cross-language knowledge transfer both from english and within the non-english languages. xltime alleviates problems caused by a shortage of data in the target language. we apply xltime with different language models and show that it outperforms the previous automatic sota methods on french, spanish, portuguese, and basque, by large margins. xltime also closes the gap considerably on the handcrafted heideltime method."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                        ,2022-05-03 ,           ,"['yuwei cao', 'william groves', 'tanay kumar saha', 'joel r. tetreault', 'alex jaimes', 'hao peng', 'philip s. yu']"
